Time(ms)	Big Toe D	Meta 1 D	Meta 5 D 	Heel D	GDX	GDY	GDZ	ADX	ADY	ADZ	HDX	HDY	HDZ
0	10,49317943	20,98635887	10,49317943	62,9590766	-20	-6	-61	-101	27	213	28	-21	-91
10	0	20,98635887	10,49317943	62,9590766	-31	-18	-74	-94	26	212	28	-22	-90
20	0	20,98635887	10,49317943	52,46589717	-31	-18	-74	-96	27	212	28	-22	-90
30	10,49317943	20,98635887	10,49317943	62,9590766	-23	-8	-72	-96	29	215	29	-21	-90
40	0	20,98635887	10,49317943	73,45225603	-24	-5	-76	-97	22	207	28	-21	-90
50	0	20,98635887	10,49317943	73,45225603	-38	-8	-65	-97	21	214	27	-21	-90
60	0	20,98635887	10,49317943	73,45225603	-31	-22	-78	-98	24	210	28	-21	-91
70	0	20,98635887	10,49317943	73,45225603	-31	-37	-65	-101	25	216	28	-22	-91
80	0	20,98635887	10,49317943	94,4386149	-31	-34	-51	-99	25	216	29	-22	-90
90	0	20,98635887	10,49317943	94,4386149	-34	-38	-49	-95	25	214	29	-21	-90
120	0	20,98635887	10,49317943	104,9317943	-38	4	-59	-101	29	214	29	-21	-90
130	0	20,98635887	10,49317943	104,9317943	-42	18	-66	-96	30	212	29	-23	-90
140	0	20,98635887	10,49317943	73,45225603	-40	11	-82	-95	29	213	29	-21	-90
150	0	20,98635887	10,49317943	73,45225603	-52	7	-56	-100	26	213	28	-21	-91
160	0	20,98635887	10,49317943	115,4249738	-52	-9	-67	-104	28	213	28	-22	-91
170	0	20,98635887	10,49317943	73,45225603	-52	-9	-67	-101	26	210	28	-21	-90
180	0	20,98635887	10,49317943	73,45225603	-41	-20	-65	-103	25	205	28	-22	-90
190	0	20,98635887	10,49317943	104,9317943	-26	-22	-60	-98	27	212	28	-22	-91
200	0	20,98635887	10,49317943	73,45225603	-37	-37	-46	-105	26	209	29	-22	-90
210	0	20,98635887	10,49317943	104,9317943	-31	-29	-42	-104	25	210	28	-23	-90
220	0	20,98635887	10,49317943	83,94543547	-43	-45	-37	-96	29	211	28	-21	-90
250	0	20,98635887	10,49317943	94,4386149	-54	-66	-68	-100	25	213	28	-21	-90
260	0	20,98635887	10,49317943	104,9317943	-52	-64	-83	-98	30	214	28	-22	-90
270	0	20,98635887	10,49317943	115,4249738	-38	-59	-65	-106	26	214	29	-22	-89
280	0	20,98635887	10,49317943	73,45225603	-48	-47	-70	-99	22	212	29	-22	-90
290	0	20,98635887	10,49317943	73,45225603	-49	-39	-69	-99	26	215	28	-22	-91
300	0	20,98635887	10,49317943	73,45225603	-34	-37	-67	-103	29	214	28	-22	-90
310	0	20,98635887	10,49317943	73,45225603	-42	-34	-84	-104	25	217	29	-21	-91
320	0	20,98635887	10,49317943	73,45225603	-42	-34	-72	-100	26	213	29	-22	-89
330	0	20,98635887	10,49317943	73,45225603	-57	-39	-72	-102	25	212	29	-21	-90
340	0	20,98635887	10,49317943	73,45225603	-48	-27	-47	-97	26	211	29	-21	-90
370	0	20,98635887	10,49317943	73,45225603	-38	-2	-66	-99	25	209	29	-23	-90
380	0	20,98635887	10,49317943	73,45225603	-48	-7	-74	-103	24	213	29	-22	-91
390	0	20,98635887	10,49317943	104,9317943	-37	-18	-63	-101	26	212	28	-22	-90
400	10,49317943	20,98635887	10,49317943	94,4386149	-37	-14	-71	-100	26	211	28	-22	-90
410	0	20,98635887	10,49317943	73,45225603	-49	-30	-50	-97	27	216	28	-23	-90
420	0	20,98635887	10,49317943	73,45225603	-32	-19	-54	-99	27	213	28	-22	-91
430	10,49317943	20,98635887	10,49317943	73,45225603	-36	-21	-73	-103	27	214	29	-21	-91
440	0	20,98635887	10,49317943	178,3840504	-34	-40	-57	-104	25	215	29	-22	-91
450	0	20,98635887	10,49317943	73,45225603	-27	-28	-53	-95	23	211	29	-22	-90
460	0	20,98635887	10,49317943	73,45225603	-32	-34	-53	-101	24	214	28	-21	-90
470	0	20,98635887	10,49317943	73,45225603	-28	-27	-51	-100	25	214	29	-22	-90
500	0	10,49317943	10,49317943	83,94543547	-20	-2	-80	-97	28	214	28	-21	-90
510	0	10,49317943	10,49317943	73,45225603	-31	-33	-65	-97	28	214	28	-23	-90
520	0	10,49317943	10,49317943	73,45225603	-28	-21	-61	-105	26	213	28	-22	-90
530	0	10,49317943	10,49317943	73,45225603	-37	-29	-72	-100	25	210	28	-22	-90
540	0	10,49317943	10,49317943	230,8499475	-31	-30	-64	-98	26	212	28	-22	-90
550	10,49317943	10,49317943	10,49317943	188,8772298	-31	-37	-48	-97	29	212	28	-23	-90
560	10,49317943	10,49317943	10,49317943	125,9181532	-31	-43	-47	-99	29	212	28	-23	-90
570	0	10,49317943	10,49317943	94,4386149	-18	-26	-40	-99	27	217	29	-22	-90
580	0	10,49317943	10,49317943	272,8226653	-15	-24	-35	-96	26	215	29	-22	-90
590	0	0	10,49317943	157,3976915	-16	-20	-56	-95	28	212	28	-22	-90
600	0	10,49317943	10,49317943	241,343127	-11	-28	-45	-103	27	214	28	-22	-91
630	10,49317943	0	10,49317943	230,8499475	-28	2	-47	-101	27	212	29	-22	-90
640	0	10,49317943	10,49317943	283,3158447	-25	5	-47	-101	30	213	28	-22	-90
650	10,49317943	10,49317943	10,49317943	314,795383	-17	10	-47	-100	27	215	29	-22	-90
660	10,49317943	10,49317943	0	251,8363064	-12	18	-55	-100	26	212	29	-22	-90
670	10,49317943	0	0	251,8363064	-7	26	-43	-98	26	214	28	-23	-90
680	0	0	0	241,343127	-16	24	-37	-99	25	212	28	-22	-90
690	0	10,49317943	0	209,8635887	-10	19	-62	-98	25	213	28	-22	-90
700	0	10,49317943	10,49317943	220,3567681	-21	31	-81	-102	25	212	28	-23	-90
710	0	0	0	325,2885624	-12	24	-60	-102	27	213	29	-21	-91
720	0	0	0	293,8090241	-19	-9	-62	-99	27	207	29	-22	-90
730	0	0	0	220,3567681	-18	9	-58	-107	29	211	29	-22	-90
760	0	10,49317943	0	241,343127	-22	-20	-57	-103	29	209	28	-23	-90
770	0	10,49317943	0	251,8363064	-24	-28	-60	-103	26	213	28	-22	-90
780	0	10,49317943	0	293,8090241	-31	-38	-53	-103	31	212	29	-22	-90
790	0	0	0	272,8226653	-31	-38	-53	-96	27	208	28	-22	-90
800	0	10,49317943	0	304,3022036	-35	-61	-62	-102	29	210	28	-22	-91
810	0	10,49317943	10,49317943	262,3294858	-44	-46	-62	-98	25	209	29	-22	-90
820	0	10,49317943	0	293,8090241	-42	-43	-51	-151	28	215	29	-22	-91
830	0	0	0	262,3294858	-47	-54	-38	-103	27	211	28	-22	-91
840	0	0	10,49317943	293,8090241	-41	-43	-68	-108	29	212	29	-22	-89
850	0	10,49317943	0	251,8363064	-36	-47	-61	-100	33	215	29	-22	-89
880	0	0	10,49317943	251,8363064	-35	-21	-61	-102	25	213	28	-23	-90
890	0	10,49317943	0	272,8226653	-43	-5	-69	-99	29	214	29	-22	-90
900	0	10,49317943	0	314,795383	-46	12	-73	-100	32	213	29	-22	-90
910	0	0	0	262,3294858	-35	12	-87	-102	24	209	30	-21	-90
920	0	0	10,49317943	356,7681007	-54	12	-86	-104	28	212	28	-22	-90
930	0	10,49317943	0	304,3022036	-53	8	-69	-99	28	212	29	-22	-90
940	10,49317943	10,49317943	10,49317943	388,247639	-53	8	-67	-101	28	211	29	-22	-90
950	0	0	0	346,2749213	-57	22	-67	-100	29	215	28	-23	-91
960	0	0	0	272,8226653	-66	2	-61	-98	29	213	29	-23	-90
970	0	10,49317943	10,49317943	241,343127	-52	2	-80	-101	25	214	28	-22	-90
980	0	10,49317943	0	293,8090241	-53	-5	-71	-101	23	213	28	-22	-90
1010	0	10,49317943	10,49317943	241,343127	-56	-16	-73	-101	24	210	29	-22	-90
1020	0	10,49317943	10,49317943	849,9475341	-51	-26	-61	-104	24	209	28	-23	-90
1030	0	0	0	83,94543547	-49	-27	-58	-106	24	216	29	-23	-90
1040	0	0	10,49317943	178,3840504	-61	-49	-55	-103	26	216	28	-22	-90
1050	0	10,49317943	0	367,2612802	-59	-49	-64	-104	25	216	27	-23	-91
1060	10,49317943	10,49317943	10,49317943	325,2885624	-58	-73	-77	-102	31	210	29	-22	-90
1070	0	10,49317943	10,49317943	178,3840504	-66	-72	-84	-101	31	211	29	-22	-91
1080	0	0	10,49317943	73,45225603	-92	-49	-93	-96	31	212	29	-22	-90
1090	0	10,49317943	0	283,3158447	-90	-36	-84	-100	27	212	28	-22	-90
1100	0	10,49317943	10,49317943	220,3567681	-90	-36	-84	-98	28	209	28	-23	-90
1130	0	10,49317943	0	209,8635887	-108	-44	-94	-100	27	216	28	-22	-90
1140	0	0	0	157,3976915	-105	-40	-91	-98	26	216	28	-22	-90
1150	0	0	10,49317943	188,8772298	-100	-49	-73	-103	27	215	28	-23	-90
1160	0	10,49317943	0	230,8499475	-95	-64	-88	-101	27	219	28	-22	-90
1170	0	10,49317943	0	115,4249738	-89	-66	-73	-98	26	218	28	-23	-91
1180	0	10,49317943	10,49317943	188,8772298	-98	-40	-83	-100	24	211	28	-22	-91
1190	0	10,49317943	0	157,3976915	-98	-9	-95	-94	27	215	29	-21	-90
1200	0	10,49317943	0	73,45225603	-98	25	-87	-98	29	217	29	-21	-90
1210	0	10,49317943	10,49317943	115,4249738	-100	72	-99	-96	26	213	28	-22	-89
1220	0	10,49317943	10,49317943	136,4113326	-101	88	-112	-97	22	211	28	-22	-90
1230	0	10,49317943	0	167,8908709	-103	113	-110	-109	21	212	28	-23	-89
1260	0	10,49317943	10,49317943	83,94543547	-84	62	-100	-100	21	215	28	-22	-90
1270	10,49317943	10,49317943	0	94,4386149	-64	36	-77	-103	25	212	29	-22	-90
1280	0	10,49317943	0	146,9045121	-68	-9	-62	-99	26	214	29	-22	-90
1290	0	10,49317943	10,49317943	73,45225603	-67	-19	-65	-95	23	210	29	-22	-90
1300	0	10,49317943	0	136,4113326	-66	-46	-64	-96	20	214	28	-22	-91
1310	0	10,49317943	0	125,9181532	-57	-63	-54	-103	23	214	29	-22	-90
1320	0	10,49317943	0	199,3704092	-55	-61	-66	-100	27	212	29	-23	-90
1330	0	10,49317943	10,49317943	146,9045121	-44	-50	-50	-100	28	218	28	-22	-90
1340	0	10,49317943	0	146,9045121	-42	-51	-62	-100	27	209	29	-22	-89
1350	0	10,49317943	0	178,3840504	-24	-48	-56	-99	27	215	28	-22	-90
1380	0	10,49317943	0	83,94543547	-21	-1	-56	-98	27	208	29	-22	-90
1390	0	10,49317943	0	104,9317943	-14	30	-72	-100	26	212	29	-23	-91
1400	0	0	0	104,9317943	-13	46	-76	-97	26	209	29	-22	-91
1410	0	10,49317943	0	209,8635887	-13	46	-76	-99	25	213	29	-22	-90
1420	0	10,49317943	0	220,3567681	-26	41	-76	-97	26	217	28	-22	-90
1430	0	10,49317943	0	146,9045121	-28	52	-75	-98	30	212	28	-22	-90
1440	10,49317943	10,49317943	0	188,8772298	-42	38	-65	-97	31	211	28	-22	-90
1450	0	10,49317943	0	125,9181532	-41	12	-76	-100	33	210	29	-23	-90
1460	0	10,49317943	0	209,8635887	-43	-9	-70	-102	29	208	28	-22	-90
1470	0	10,49317943	0	167,8908709	-54	-23	-67	-97	24	213	29	-23	-90
1480	0	10,49317943	0	262,3294858	-63	-1	-72	-99	21	213	28	-22	-89
1510	0	10,49317943	0	272,8226653	-74	-6	-73	-97	27	215	29	-22	-90
1520	10,49317943	10,49317943	0	125,9181532	-74	-28	-79	-107	29	214	29	-23	-90
1530	0	10,49317943	0	125,9181532	-81	-44	-85	-99	22	214	29	-22	-89
1540	0	10,49317943	0	157,3976915	-64	-53	-75	-103	27	217	29	-22	-90
1550	0	10,49317943	0	104,9317943	-77	-39	-69	-100	23	213	27	-22	-90
1560	0	10,49317943	0	94,4386149	-77	-39	-69	-102	29	213	29	-21	-89
1570	0	10,49317943	0	73,45225603	-85	-33	-71	-97	31	211	28	-22	-90
1580	0	10,49317943	10,49317943	304,3022036	-76	-23	-72	-103	28	216	30	-22	-90
1590	0	10,49317943	0	73,45225603	-79	-31	-86	-99	28	213	29	-22	-90
1600	0	10,49317943	0	209,8635887	-83	-40	-65	-99	26	204	29	-23	-90
1630	10,49317943	10,49317943	0	62,9590766	-91	-27	-90	-97	24	211	29	-22	-91
1640	0	10,49317943	10,49317943	73,45225603	-82	-52	-92	-99	27	214	28	-22	-91
1650	0	10,49317943	0	73,45225603	-78	-50	-96	-99	28	212	29	-22	-89
1660	0	10,49317943	10,49317943	125,9181532	-79	-39	-92	-98	24	210	28	-22	-90
1670	0	10,49317943	0	73,45225603	-68	-39	-90	-99	31	216	28	-21	-90
1680	0	10,49317943	0	125,9181532	-66	-51	-75	-98	24	215	29	-22	-91
1690	10,49317943	10,49317943	0	73,45225603	-51	-54	-80	-97	28	214	29	-22	-90
1700	0	10,49317943	10,49317943	73,45225603	-61	-78	-79	-102	27	211	28	-22	-90
1710	0	10,49317943	0	104,9317943	-58	-66	-72	-99	29	214	29	-21	-90
1720	10,49317943	10,49317943	0	73,45225603	-58	-66	-72	-101	23	210	28	-22	-91
1730	0	10,49317943	0	136,4113326	-62	-57	-63	-98	25	213	29	-22	-90
1760	0	10,49317943	0	115,4249738	-58	-41	-74	-97	26	215	28	-22	-90
1770	0	10,49317943	10,49317943	136,4113326	-65	-36	-82	-100	23	211	29	-22	-90
1780	0	10,49317943	0	83,94543547	-71	-25	-94	-100	33	209	28	-21	-90
1790	0	10,49317943	0	73,45225603	-67	-41	-78	-98	27	212	29	-22	-90
1800	10,49317943	10,49317943	0	83,94543547	-66	-36	-62	-100	23	211	29	-22	-90
1810	0	10,49317943	0	136,4113326	-62	-25	-75	-98	25	212	29	-21	-91
1820	0	10,49317943	0	73,45225603	-68	-46	-82	-102	25	213	29	-22	-91
1830	0	10,49317943	0	73,45225603	-62	-46	-79	-99	24	212	29	-22	-89
1840	10,49317943	10,49317943	0	73,45225603	-55	-25	-84	-98	24	214	29	-22	-90
1850	10,49317943	10,49317943	0	73,45225603	-51	-38	-45	-99	25	213	29	-22	-90
1880	10,49317943	10,49317943	0	73,45225603	-63	-31	-81	-102	26	215	28	-22	-90
1890	0	10,49317943	0	73,45225603	-62	-35	-67	-98	26	213	29	-22	-90
1900	10,49317943	10,49317943	0	73,45225603	-49	-4	-71	-103	28	211	29	-22	-90
1910	0	10,49317943	0	73,45225603	-50	1	-80	-100	26	209	28	-22	-91
1920	10,49317943	10,49317943	0	62,9590766	-52	-20	-72	-95	28	217	28	-22	-90
1930	0	10,49317943	0	62,9590766	-56	-15	-63	-100	19	214	28	-21	-90
1940	10,49317943	10,49317943	0	62,9590766	-49	-13	-54	-102	28	215	28	-21	-90
1950	10,49317943	10,49317943	0	52,46589717	-61	-14	-67	-98	25	212	29	-22	-90
1960	0	10,49317943	0	52,46589717	-57	-9	-80	-99	23	212	29	-22	-91
1970	0	10,49317943	0	52,46589717	-64	-39	-81	-102	27	212	29	-21	-90
1980	0	10,49317943	0	52,46589717	-54	-26	-71	-101	26	212	29	-21	-90
2010	0	10,49317943	0	52,46589717	-72	-19	-63	-97	18	211	28	-22	-90
2020	0	10,49317943	10,49317943	52,46589717	-62	-44	-67	-101	24	207	28	-21	-90
2030	0	10,49317943	0	52,46589717	-62	-44	-67	-97	27	210	29	-22	-90
2040	0	10,49317943	0	52,46589717	-43	-21	-58	-98	27	211	28	-22	-90
2050	0	10,49317943	0	52,46589717	-62	-26	-68	-98	25	212	28	-22	-90
2060	0	10,49317943	0	52,46589717	-58	-35	-64	-101	23	214	29	-21	-90
2070	0	10,49317943	0	52,46589717	-43	-15	-72	-99	25	219	29	-21	-90
2080	0	10,49317943	0	52,46589717	-48	-14	-78	-100	21	224	29	-22	-91
2090	0	10,49317943	0	52,46589717	-43	-23	-62	-98	25	215	29	-22	-91
2100	0	10,49317943	0	52,46589717	-52	-10	-77	-103	29	213	29	-21	-89
2130	0	10,49317943	0	83,94543547	-58	-35	-75	-100	24	210	28	-22	-91
2140	0	10,49317943	0	52,46589717	-44	-19	-70	-104	27	215	29	-21	-90
2150	10,49317943	10,49317943	10,49317943	52,46589717	-40	-12	-62	-101	32	212	29	-22	-90
2160	0	10,49317943	0	52,46589717	-50	-18	-62	-105	27	210	29	-22	-90
2170	10,49317943	10,49317943	0	41,97271773	-57	-43	-67	-105	27	212	29	-21	-90
2180	0	10,49317943	0	52,46589717	-57	-43	-67	-96	25	212	28	-22	-90
2190	10,49317943	10,49317943	10,49317943	52,46589717	-50	-41	-71	-95	29	210	29	-22	-90
2200	0	10,49317943	0	52,46589717	-51	-47	-58	-96	24	212	28	-23	-90
2210	0	10,49317943	0	52,46589717	-53	-40	-72	-99	25	211	28	-22	-90
2220	0	10,49317943	0	52,46589717	-65	-61	-79	-99	26	211	28	-22	-90
2230	0	10,49317943	0	52,46589717	-73	-51	-86	-100	22	207	28	-22	-91
2260	0	10,49317943	10,49317943	52,46589717	-54	-20	-55	-104	28	211	29	-22	-90
2270	10,49317943	10,49317943	0	52,46589717	-58	-19	-65	-100	23	210	28	-22	-90
2280	10,49317943	10,49317943	0	52,46589717	-63	-26	-62	-99	30	214	29	-22	-90
2290	0	10,49317943	0	52,46589717	-53	-33	-63	-94	25	214	28	-22	-89
2300	0	10,49317943	0	52,46589717	-55	-44	-71	-104	22	216	28	-21	-89
2310	10,49317943	10,49317943	0	52,46589717	-62	-77	-82	-99	24	214	28	-22	-90
2320	10,49317943	10,49317943	0	52,46589717	-69	-59	-70	-92	25	211	28	-22	-90
2330	0	10,49317943	0	52,46589717	-65	-22	-70	-98	26	212	29	-22	-90
2340	0	10,49317943	0	41,97271773	-65	-22	-70	-105	22	215	29	-21	-91
2350	0	10,49317943	0	41,97271773	-74	-52	-84	-97	28	216	29	-22	-90
2380	0	10,49317943	0	41,97271773	-73	-90	-97	-98	27	212	28	-22	-90
2390	10,49317943	10,49317943	0	41,97271773	-70	-74	-84	-97	26	209	28	-22	-90
2400	0	10,49317943	0	41,97271773	-73	-75	-96	-101	24	212	29	-21	-90
2410	0	10,49317943	10,49317943	41,97271773	-76	-77	-78	-97	27	214	28	-22	-90
2420	0	10,49317943	0	41,97271773	-80	-64	-73	-99	22	212	29	-22	-91
2430	0	10,49317943	0	41,97271773	-87	-72	-81	-99	29	214	29	-22	-91
2440	10,49317943	10,49317943	0	41,97271773	-80	-90	-80	-103	27	211	28	-22	-90
2450	0	10,49317943	10,49317943	41,97271773	-72	-58	-82	-100	24	215	28	-21	-90
2460	0	10,49317943	10,49317943	41,97271773	-66	-44	-74	-96	25	215	28	-21	-90
2470	10,49317943	10,49317943	0	41,97271773	-68	4	-66	-101	23	213	28	-21	-90
2480	0	10,49317943	0	31,4795383	-73	32	-90	-97	24	211	29	-21	-90
2510	0	10,49317943	0	31,4795383	-64	33	-102	-104	30	211	28	-21	-90
2520	0	10,49317943	0	31,4795383	-64	18	-76	-101	23	212	29	-21	-89
2530	0	10,49317943	0	31,4795383	-48	18	-67	-103	27	217	28	-22	-90
2540	0	10,49317943	10,49317943	31,4795383	-65	0	-83	-101	24	213	29	-21	-90
2550	0	10,49317943	10,49317943	31,4795383	-59	4	-86	-104	24	212	29	-22	-90
2560	10,49317943	10,49317943	10,49317943	41,97271773	-66	-30	-77	-102	25	211	29	-22	-90
2570	0	10,49317943	10,49317943	31,4795383	-63	-38	-77	-101	26	219	29	-22	-89
2580	0	10,49317943	10,49317943	31,4795383	-60	-36	-76	-98	26	215	28	-21	-90
2590	0	10,49317943	10,49317943	41,97271773	-59	-15	-88	-95	26	210	29	-22	-91
2600	0	10,49317943	10,49317943	31,4795383	-65	-13	-80	-99	27	212	29	-22	-91
2610	0	10,49317943	10,49317943	31,4795383	-56	-5	-81	-99	24	213	29	-22	-90
2640	0	10,49317943	10,49317943	31,4795383	-49	3	-88	-100	26	212	28	-21	-90
2650	0	10,49317943	10,49317943	31,4795383	-49	3	-88	-103	25	211	28	-22	-90
2660	0	10,49317943	10,49317943	31,4795383	-53	-13	-90	-100	27	213	28	-22	-91
2670	0	10,49317943	10,49317943	31,4795383	-45	-30	-70	-101	24	214	28	-22	-89
2680	0	10,49317943	10,49317943	31,4795383	-36	-32	-57	-104	20	215	29	-22	-90
2690	0	10,49317943	10,49317943	41,97271773	-28	-52	-40	-103	25	217	29	-21	-90
2700	10,49317943	10,49317943	10,49317943	31,4795383	-33	-53	-51	-103	29	215	28	-21	-90
2710	0	10,49317943	10,49317943	31,4795383	-30	-49	-37	-100	26	214	28	-22	-90
2720	10,49317943	10,49317943	10,49317943	31,4795383	-38	-58	-56	-103	22	208	29	-22	-89
2730	0	10,49317943	10,49317943	31,4795383	-41	-42	-46	-103	22	219	28	-21	-90
2760	10,49317943	10,49317943	10,49317943	31,4795383	-43	-12	-47	-99	25	214	29	-21	-89
2770	0	10,49317943	10,49317943	31,4795383	-36	-30	-51	-103	25	214	29	-22	-90
2780	0	10,49317943	10,49317943	31,4795383	-35	-62	-76	-100	30	212	29	-22	-90
2790	0	10,49317943	10,49317943	31,4795383	-40	-68	-54	-101	26	224	29	-22	-90
2800	10,49317943	10,49317943	10,49317943	31,4795383	-40	-68	-54	-99	19	212	28	-21	-89
2810	10,49317943	10,49317943	10,49317943	31,4795383	-27	-103	-75	-103	26	212	28	-23	-91
2820	0	10,49317943	10,49317943	31,4795383	-4	-123	-78	-103	27	210	28	-21	-89
2830	10,49317943	10,49317943	10,49317943	41,97271773	-7	-126	-79	-99	28	225	28	-22	-90
2840	0	10,49317943	10,49317943	41,97271773	-10	-138	-73	-98	27	216	28	-21	-90
2850	0	10,49317943	10,49317943	31,4795383	-1	-138	-75	-100	28	212	28	-23	-90
2880	10,49317943	10,49317943	10,49317943	41,97271773	2	-156	-59	-96	31	223	27	-22	-91
2890	0	10,49317943	10,49317943	41,97271773	-1	-127	-61	-97	26	216	28	-22	-91
2900	0	10,49317943	10,49317943	41,97271773	-8	-140	-69	-97	22	213	28	-21	-90
2910	10,49317943	10,49317943	10,49317943	41,97271773	-8	-125	-67	-96	25	211	28	-22	-90
2920	0	10,49317943	10,49317943	41,97271773	-10	-134	-81	-97	27	213	28	-22	-91
2930	0	10,49317943	10,49317943	41,97271773	-14	-103	-64	-100	26	214	27	-22	-90
2940	0	10,49317943	0	41,97271773	-19	-116	-65	-99	27	211	27	-22	-91
2950	0	10,49317943	0	41,97271773	-10	-133	-75	-95	28	209	27	-22	-90
2960	0	10,49317943	0	41,97271773	-10	-133	-75	-98	20	214	28	-22	-90
2970	0	10,49317943	0	41,97271773	-12	-107	-73	-97	26	216	27	-22	-91
2980	0	10,49317943	0	41,97271773	-18	-128	-87	-99	25	215	28	-22	-90
3010	0	10,49317943	0	41,97271773	7	-136	-88	-98	30	215	28	-23	-91
3020	0	10,49317943	10,49317943	41,97271773	3	-134	-85	-102	28	210	27	-22	-90
3030	10,49317943	10,49317943	0	41,97271773	-1	-132	-81	-102	28	211	28	-21	-90
3040	0	0	0	41,97271773	-8	-108	-81	-96	27	214	27	-21	-90
3050	0	10,49317943	0	41,97271773	-8	-107	-73	-95	28	211	28	-23	-91
3060	0	10,49317943	10,49317943	41,97271773	-22	-66	-52	-100	26	211	28	-23	-91
3070	0	0	0	41,97271773	-36	-46	-36	-94	31	211	27	-22	-91
3080	0	0	0	41,97271773	-20	-25	-51	-96	23	213	27	-22	-90
3090	0	10,49317943	0	52,46589717	-5	-30	-51	-99	28	216	27	-23	-90
3100	0	10,49317943	0	52,46589717	-14	-18	-43	-99	24	216	27	-22	-90
3110	0	0	0	52,46589717	-14	-18	-43	-100	27	215	28	-22	-91
3140	0	0	10,49317943	52,46589717	-21	-48	-32	-97	26	214	28	-22	-90
3150	0	0	0	52,46589717	-15	-30	-55	-102	25	211	28	-22	-90
3160	0	0	10,49317943	62,9590766	-19	-6	-55	-101	28	213	28	-22	-90
3170	0	10,49317943	0	52,46589717	-15	-15	-53	-96	27	215	27	-23	-91
3180	0	10,49317943	0	52,46589717	-11	20	-51	-99	24	214	27	-22	-90
3190	0	10,49317943	0	62,9590766	-19	33	-76	-97	29	211	27	-22	-90
3200	0	0	0	62,9590766	-22	16	-70	-100	29	214	27	-22	-90
3210	0	10,49317943	0	52,46589717	-24	10	-74	-98	28	212	27	-22	-90
3220	0	10,49317943	0	52,46589717	-45	6	-65	-104	25	215	27	-22	-90
3230	0	0	0	62,9590766	-36	2	-56	-96	29	213	27	-23	-91
3260	0	10,49317943	10,49317943	62,9590766	-48	-6	-54	-105	29	215	27	-23	-91
3270	0	0	0	83,94543547	-48	-6	-54	-96	29	212	27	-23	-91
3280	0	10,49317943	0	41,97271773	-41	-4	-56	-95	27	215	27	-22	-90
3290	0	10,49317943	10,49317943	62,9590766	-30	4	-58	-92	25	213	28	-22	-90
3300	0	10,49317943	0	73,45225603	-45	-5	-64	-98	28	213	28	-22	-90
3310	10,49317943	0	0	62,9590766	-51	-12	-49	-100	29	207	27	-22	-91
3320	10,49317943	10,49317943	0	73,45225603	-55	-38	-68	-102	25	215	28	-22	-90
3330	0	0	10,49317943	62,9590766	-37	-33	-61	-99	28	217	27	-23	-90
3340	0	10,49317943	10,49317943	62,9590766	-57	-33	-64	-99	29	214	28	-23	-90
3350	0	10,49317943	0	62,9590766	-60	-35	-71	-97	24	219	28	-23	-90
3360	0	10,49317943	10,49317943	62,9590766	-58	-16	-75	-95	27	216	28	-22	-91
3390	0	10,49317943	10,49317943	52,46589717	-65	15	-78	-101	25	218	27	-22	-91
3400	0	0	0	52,46589717	-65	6	-82	-104	26	213	28	-23	-90
3410	0	10,49317943	10,49317943	52,46589717	-62	-11	-56	-95	30	212	28	-22	-90
3420	0	10,49317943	10,49317943	52,46589717	-62	-11	-56	-93	25	209	28	-22	-91
3430	0	0	0	52,46589717	-65	-8	-80	-104	26	213	28	-22	-90
3440	10,49317943	10,49317943	10,49317943	52,46589717	-63	-8	-73	-101	28	217	27	-22	-91
3450	0	10,49317943	10,49317943	52,46589717	-54	-21	-81	-98	28	217	27	-21	-91
3460	0	10,49317943	0	52,46589717	-54	-22	-59	-100	21	209	28	-22	-90
3470	0	0	0	62,9590766	-42	-20	-63	-102	28	212	27	-22	-91
3480	0	10,49317943	0	62,9590766	-54	-15	-79	-103	29	212	27	-22	-91
3510	10,49317943	10,49317943	0	52,46589717	-51	-37	-70	-100	23	214	27	-23	-91
3520	0	0	0	52,46589717	-43	-25	-59	-101	30	222	27	-22	-90
3530	0	10,49317943	0	52,46589717	-34	-16	-53	-98	26	210	27	-23	-90
3540	0	10,49317943	0	52,46589717	-35	-23	-52	-97	26	215	28	-23	-91
3550	0	10,49317943	0	52,46589717	-38	-26	-57	-101	26	219	27	-23	-90
3560	0	10,49317943	0	62,9590766	-48	-13	-75	-98	26	215	27	-23	-91
3570	10,49317943	10,49317943	10,49317943	62,9590766	-42	-13	-49	-97	31	212	28	-23	-90
3580	0	10,49317943	10,49317943	52,46589717	-42	-7	-49	-101	30	210	27	-23	-90
3590	0	0	0	62,9590766	-42	5	-62	-96	28	211	28	-23	-91
3600	0	0	0	62,9590766	-48	-2	-78	-101	29	212	28	-22	-91
3610	0	10,49317943	0	62,9590766	-45	14	-64	-99	26	217	28	-22	-90
3640	0	0	0	62,9590766	-54	10	-76	-100	24	210	29	-22	-90
3650	0	10,49317943	10,49317943	73,45225603	-57	7	-79	-98	28	213	27	-23	-91
3660	0	10,49317943	0	73,45225603	-42	34	-76	-103	27	218	28	-23	-91
3670	0	0	0	73,45225603	-39	32	-61	-97	29	213	28	-23	-91
3680	0	0	0	73,45225603	-51	25	-68	-94	24	212	29	-23	-91
3690	0	10,49317943	10,49317943	83,94543547	-48	37	-67	-103	24	216	28	-22	-91
3700	0	0	0	73,45225603	-47	33	-77	-100	31	217	28	-22	-89
