Time(ms)	Big Toe D	Meta 1 D	Meta 5 D 	Heel D	GDX	GDY	GDZ	ADX	ADY	ADZ	HDX	HDY	HDZ
53160	10,4932	0,0000	0,0000	-10,4932	-1313	7451	2780	84	168	261	59	-98	-54
53170	10,4932	0,0000	0,0000	-10,4932	-448	7084	2684	104	145	255	60	-98	-54
53180	10,4932	0,0000	0,0000	-10,4932	-448	7084	2684	93	145	256	60	-99	-53
53190	0,0000	-10,4932	0,0000	-10,4932	384	6345	2557	106	133	280	60	-100	-53
53200	0,0000	-10,4932	0,0000	-10,4932	579	5586	2240	94	126	295	61	-101	-51
53210	10,4932	0,0000	0,0000	-10,4932	1067	5045	1999	105	113	272	62	-102	-51
53220	0,0000	0,0000	0,0000	-10,4932	1866	4699	1845	144	48	326	61	-102	-49
53250	10,4932	0,0000	0,0000	-10,4932	3544	2660	1524	170	42	373	60	-106	-46
53260	0,0000	-10,4932	0,0000	-10,4932	3175	1221	1173	144	-83	309	61	-107	-46
53270	0,0000	-10,4932	0,0000	-10,4932	1554	-254	546	118	-124	358	62	-106	-46
53280	0,0000	-10,4932	0,0000	-10,4932	-622	252	-359	104	-132	351	61	-105	-46
53290	0,0000	-10,4932	0,0000	-10,4932	-951	943	-621	-51	-355	304	61	-105	-46
53300	10,4932	0,0000	0,0000	-10,4932	-1087	1024	-908	72	-90	461	62	-105	-45
53310	0,0000	-10,4932	0,0000	-10,4932	1067	399	-359	180	-147	393	61	-106	-46
53320	0,0000	-10,4932	0,0000	-10,4932	2742	-1851	238	180	-205	284	61	-106	-45
53330	0,0000	0,0000	0,0000	-10,4932	1116	-3062	-163	204	-131	328	60	-107	-46
53340	0,0000	-10,4932	0,0000	-10,4932	1116	-3062	-163	280	-6	626	60	-106	-47
53370	0,0000	0,0000	0,0000	20,9864	2432	-8053	651	197	-89	451	55	-109	-48
53380	10,4932	0,0000	0,0000	20,9864	1518	-8481	456	117	15	409	54	-109	-50
53390	0,0000	10,4932	0,0000	52,4659	1045	-6768	292	-18	94	253	52	-109	-50
53400	0,0000	0,0000	0,0000	52,4659	419	-4753	63	-58	186	166	52	-109	-50
53410	10,4932	20,9864	0,0000	52,4659	296	-3826	-37	-84	179	153	50	-109	-51
53420	0,0000	10,4932	0,0000	146,9045	594	-4282	-85	-126	172	215	50	-110	-51
53430	0,0000	20,9864	0,0000	167,8909	851	-4893	-152	-136	161	265	49	-110	-52
53440	0,0000	20,9864	0,0000	220,3568	826	-4628	-210	-109	140	225	48	-110	-52
53450	0,0000	20,9864	0,0000	241,3431	669	-4054	-227	-100	146	212	48	-110	-54
53480	10,4932	20,9864	0,0000	220,3568	398	-2721	-69	-78	139	187	45	-109	-54
53490	10,4932	20,9864	0,0000	304,3022	398	-2721	-69	-93	134	219	44	-109	-53
53500	10,4932	31,4795	0,0000	283,3158	438	-2870	-113	-79	132	225	44	-109	-53
53510	0,0000	31,4795	0,0000	230,8499	535	-3053	-87	-73	114	218	44	-110	-54
53520	0,0000	31,4795	0,0000	73,4523	535	-3082	-71	-90	99	226	43	-110	-55
53530	0,0000	31,4795	0,0000	472,1931	483	-3138	-53	-66	102	223	42	-109	-54
53540	10,4932	41,9727	10,4932	83,9454	441	-3193	-29	-40	125	190	41	-110	-54
53550	10,4932	41,9727	0,0000	178,3841	367	-3265	-42	-55	112	177	41	-111	-56
53560	0,0000	31,4795	0,0000	136,4113	339	-3552	-7	-71	103	181	41	-111	-55
53570	10,4932	31,4795	0,0000	52,4659	330	-3672	17	-60	106	188	38	-110	-56
53600	10,4932	41,9727	10,4932	167,8909	161	-3341	52	-57	135	173	37	-111	-56
53610	10,4932	41,9727	0,0000	115,4250	151	-3267	84	-33	149	211	36	-110	-57
53620	10,4932	41,9727	0,0000	209,8636	258	-3371	129	-33	140	223	35	-110	-57
53630	10,4932	52,4659	10,4932	293,8090	291	-3184	148	-21	128	193	35	-110	-58
53640	10,4932	73,4523	10,4932	125,9182	333	-2928	145	-54	149	230	35	-109	-57
53650	10,4932	62,9591	0,0000	115,4250	333	-3012	145	-42	122	199	33	-111	-58
53660	0,0000	73,4523	10,4932	125,9182	348	-2878	123	-39	132	228	33	-110	-58
53670	0,0000	62,9591	10,4932	146,9045	352	-2806	112	-23	133	193	33	-111	-57
53680	0,0000	62,9591	0,0000	136,4113	399	-2798	123	-43	141	256	32	-111	-57
53710	0,0000	167,8909	10,4932	167,8909	460	-2984	131	-5	119	205	30	-112	-59
53720	0,0000	157,3977	10,4932	188,8772	467	-3238	142	-45	123	275	29	-111	-59
53730	10,4932	178,3841	0,0000	115,4250	412	-3440	145	-43	103	245	28	-111	-59
53740	10,4932	136,4113	10,4932	115,4250	387	-3667	140	4	86	248	27	-112	-60
53750	0,0000	272,8227	10,4932	52,4659	360	-3980	130	-14	115	243	26	-111	-60
53760	10,4932	94,4386	10,4932	10,4932	226	-4201	118	4	103	218	25	-112	-61
53770	10,4932	188,8772	0,0000	0,0000	4	-4161	71	-13	113	179	24	-111	-61
53780	10,4932	199,3704	0,0000	0,0000	-123	-4196	33	-34	115	200	24	-112	-61
53790	10,4932	251,8363	10,4932	-10,4932	-153	-4148	45	-3	114	229	23	-111	-62
53800	10,4932	346,2749	10,4932	-10,4932	-153	-4148	45	-27	110	230	22	-112	-62
53830	10,4932	472,1931	0,0000	-10,4932	269	-4758	33	19	57	246	19	-113	-63
53840	10,4932	629,5908	0,0000	-10,4932	427	-5015	19	61	-6	224	18	-113	-62
53850	10,4932	629,5908	0,0000	-10,4932	398	-4897	57	46	11	203	17	-113	-63
53860	10,4932	661,0703	0,0000	-10,4932	213	-4646	86	65	-13	193	15	-114	-63
53870	10,4932	776,4953	0,0000	-10,4932	318	-4882	107	102	-59	183	15	-113	-63
53880	10,4932	807,9748	0,0000	-10,4932	262	-5043	20	65	-100	222	15	-112	-63
53890	10,4932	954,8793	0,0000	-10,4932	158	-4972	5	62	-96	201	13	-115	-63
53900	10,4932	933,8930	0,0000	-10,4932	251	-5282	72	90	-123	231	12	-114	-63
53910	10,4932	1070,3043	0,0000	-10,4932	185	-5158	13	88	-92	276	10	-114	-64
53920	10,4932	1196,2225	0,0000	-10,4932	110	-5185	-54	89	-65	199	9	-114	-64
53950	10,4932	1951,7314	0,0000	-10,4932	14	-5927	-301	124	-42	239	6	-115	-64
53960	10,4932	2130,1154	0,0000	-10,4932	100	-5977	-301	53	-19	240	4	-116	-64
53970	10,4932	2266,5268	0,0000	-10,4932	10	-5911	-299	103	34	263	3	-115	-63
53980	10,4932	2591,8153	0,0000	-10,4932	-207	-5204	-305	110	69	260	3	-115	-63
53990	20,9864	2770,1994	0,0000	-10,4932	-259	-4602	-318	156	123	276	2	-115	-65
54000	20,9864	3137,4607	0,0000	-10,4932	-295	-4036	-324	57	141	243	2	-115	-63
54010	20,9864	3011,5425	0,0000	-10,4932	-475	-3068	-285	104	176	223	1	-114	-65
54020	31,4795	3231,8993	0,0000	-20,9864	-685	-2388	-357	43	180	296	0	-115	-64
54030	31,4795	3399,7901	0,0000	-20,9864	-1415	-1694	-587	15	147	254	1	-114	-64
54060	31,4795	2549,8426	10,4932	-20,9864	-6287	3284	-1894	30	109	530	5	-110	-67
54070	31,4795	1857,2928	10,4932	-20,9864	-10067	5155	-2721	-43	7	499	7	-108	-68
54080	20,9864	1626,4428	10,4932	-20,9864	-10169	4801	-3855	-134	-12	720	8	-106	-70
54090	20,9864	1416,5792	0,0000	-20,9864	-8914	1763	-4992	-183	-45	748	9	-104	-70
54100	10,4932	703,0430	20,9864	-20,9864	-10170	-126	-5406	-186	-143	654	12	-101	-72
54110	10,4932	188,8772	0,0000	-20,9864	-10170	-126	-5406	-153	-255	575	11	-95	-75
54120	0,0000	73,4523	0,0000	-20,9864	-13056	-1667	-4935	-156	-364	411	12	-92	-76
54130	10,4932	115,4250	10,4932	-20,9864	-13717	-2385	-4238	-97	-461	280	11	-90	-78
54140	10,4932	52,4659	0,0000	-20,9864	-11233	-3149	-3149	-61	-223	261	11	-87	-78
54150	0,0000	62,9591	10,4932	-20,9864	-6630	-3893	-3129	-137	-330	367	11	-87	-79
54180	10,4932	52,4659	0,0000	-20,9864	2260	790	2414	-361	46	97	8	-88	-77
54190	0,0000	41,9727	0,0000	-20,9864	3910	1388	2019	-294	21	103	10	-88	-76
54200	0,0000	31,4795	10,4932	-20,9864	1382	53	83	-211	-66	171	9	-88	-77
54210	10,4932	31,4795	0,0000	-20,9864	3	-1706	-1138	-197	4	200	9	-88	-76
54220	10,4932	31,4795	0,0000	-20,9864	2019	-2466	-867	-222	53	156	7	-88	-76
54230	0,0000	10,4932	10,4932	-20,9864	3207	-3200	-412	-208	56	122	7	-89	-76
54240	0,0000	20,9864	10,4932	-20,9864	2794	-3284	-825	-244	51	159	5	-90	-75
54250	0,0000	10,4932	0,0000	-20,9864	4047	-2556	-525	-236	90	145	5	-91	-74
54260	10,4932	20,9864	10,4932	-20,9864	4047	-2556	320	-236	92	87	4	-92	-73
54290	0,0000	20,9864	0,0000	-20,9864	5156	2987	-121	-208	11	146	6	-96	-70
54300	0,0000	10,4932	10,4932	-20,9864	5837	5611	115	-155	-95	203	7	-98	-69
54310	0,0000	20,9864	0,0000	-20,9864	5780	7169	-64	-104	-140	97	9	-98	-68
54320	0,0000	20,9864	0,0000	-20,9864	3501	6522	-815	-38	-137	51	12	-97	-67
54330	0,0000	10,4932	0,0000	-20,9864	-138	5729	-2602	-60	-53	184	12	-97	-68
54340	0,0000	10,4932	0,0000	-20,9864	-2026	5665	-3640	-66	-43	215	14	-95	-67
54350	10,4932	10,4932	0,0000	-20,9864	-2281	5460	-3626	-87	-6	306	14	-95	-67
54360	0,0000	10,4932	0,0000	-20,9864	-1364	6058	-2993	-75	-4	276	18	-94	-66
54370	10,4932	20,9864	0,0000	-20,9864	323	6729	-2190	-25	-24	171	19	-94	-66
54380	0,0000	20,9864	0,0000	-20,9864	480	6666	-1984	-4	-24	185	20	-93	-65
54390	0,0000	10,4932	0,0000	-20,9864	-1097	6496	-2302	-13	9	247	21	-92	-66
54400	0,0000	10,4932	10,4932	-20,9864	-1473	7037	-1959	-15	47	271	23	-92	-65
54410	0,0000	20,9864	0,0000	-20,9864	-543	7777	-1153	24	38	204	25	-91	-65
54420	0,0000	20,9864	0,0000	-20,9864	-543	7777	-1153	28	22	201	26	-90	-65
54430	0,0000	20,9864	0,0000	-20,9864	-763	7853	-749	26	47	261	27	-90	-65
54460	10,4932	20,9864	0,0000	-20,9864	-896	8270	682	54	35	235	33	-89	-63
54470	0,0000	20,9864	0,0000	-20,9864	-1477	8301	885	49	52	285	34	-88	-63
54480	0,0000	20,9864	0,0000	-20,9864	-1672	8650	1286	64	46	256	35	-88	-62
54490	0,0000	10,4932	0,0000	-20,9864	-1001	8832	2104	84	38	226	37	-88	-61
54500	10,4932	20,9864	0,0000	-20,9864	-1197	8758	2414	71	40	269	37	-87	-61
54510	0,0000	20,9864	0,0000	-20,9864	-2102	8430	2536	59	62	292	40	-88	-61
54520	0,0000	20,9864	0,0000	-20,9864	-2034	8124	2975	51	60	257	41	-87	-61
54530	10,4932	10,4932	0,0000	-20,9864	-1632	7681	3412	41	59	232	42	-87	-60
54540	10,4932	10,4932	0,0000	-20,9864	-1937	7316	3427	27	76	259	42	-87	-60
54570	10,4932	10,4932	0,0000	-20,9864	-1363	7197	3678	17	83	191	44	-87	-58
54580	0,0000	10,4932	0,0000	-20,9864	-1505	7190	3805	14	106	212	46	-89	-57
54590	0,0000	10,4932	0,0000	-20,9864	-2121	7301	3459	20	148	204	47	-89	-58
54600	0,0000	10,4932	0,0000	-20,9864	-1841	7665	3348	27	141	187	47	-89	-55
54610	10,4932	10,4932	0,0000	-20,9864	-1140	7819	3213	56	165	221	48	-89	-55
54620	10,4932	10,4932	0,0000	-20,9864	-656	7667	3036	72	164	210	50	-89	-54
54630	0,0000	10,4932	0,0000	-10,4932	-128	7303	3017	73	161	232	50	-90	-53
54640	0,0000	10,4932	0,0000	-20,9864	186	6955	2959	80	149	249	52	-91	-53
54650	10,4932	10,4932	10,4932	-20,9864	564	6600	2878	92	150	239	51	-90	-52
54660	0,0000	0,0000	0,0000	-20,9864	1024	6172	2806	111	140	250	53	-91	-50
54690	10,4932	0,0000	0,0000	-20,9864	2130	4238	2241	159	94	614	53	-93	-49
54700	0,0000	0,0000	0,0000	-20,9864	2784	3560	2057	109	104	326	54	-95	-48
54710	0,0000	0,0000	0,0000	-20,9864	3784	1706	2550	152	89	346	53	-96	-47
54720	0,0000	0,0000	0,0000	-20,9864	2537	503	1785	156	9	279	53	-95	-46
54730	0,0000	-10,4932	0,0000	-20,9864	2537	503	1785	126	-19	274	53	-95	-47
54740	10,4932	0,0000	0,0000	-10,4932	919	-515	1282	55	-76	304	53	-96	-48
54750	0,0000	0,0000	0,0000	-20,9864	-354	-1331	733	77	-80	422	53	-96	-48
54760	0,0000	0,0000	0,0000	-10,4932	-592	-396	442	85	-197	221	52	-97	-48
54770	10,4932	0,0000	0,0000	-10,4932	215	-1380	865	76	-174	359	52	-96	-49
54780	0,0000	0,0000	0,0000	-10,4932	-461	-1221	767	82	-207	316	51	-96	-49
54810	0,0000	0,0000	0,0000	-10,4932	196	-2098	990	177	-128	436	50	-98	-50
54820	10,4932	0,0000	0,0000	-10,4932	1692	-3540	1417	224	-112	381	49	-98	-50
54830	0,0000	0,0000	0,0000	0,0000	2958	-6120	1876	245	-153	319	47	-98	-51
54840	0,0000	0,0000	0,0000	10,4932	1549	-7338	1600	231	-28	419	46	-100	-52
54850	10,4932	0,0000	0,0000	31,4795	1333	-7836	1331	125	39	340	44	-100	-52
54860	10,4932	0,0000	0,0000	52,4659	1520	-7021	910	16	95	342	43	-101	-53
54870	0,0000	0,0000	0,0000	83,9454	1431	-6105	606	-36	78	376	41	-101	-53
54880	0,0000	10,4932	0,0000	262,3295	1431	-6105	606	-110	81	400	40	-100	-54
54890	10,4932	20,9864	0,0000	230,8499	1347	-5183	527	-118	96	383	41	-100	-55
54920	10,4932	20,9864	0,0000	262,3295	425	-3535	66	-95	198	202	38	-101	-55
54930	10,4932	20,9864	0,0000	325,2886	521	-3444	155	-102	161	175	37	-101	-56
54940	0,0000	20,9864	0,0000	398,7408	582	-3381	189	-83	178	231	36	-102	-56
54950	0,0000	20,9864	0,0000	346,2749	487	-3338	146	-87	166	233	36	-102	-58
54960	0,0000	20,9864	0,0000	262,3295	462	-3181	96	-76	143	232	35	-102	-57
54970	0,0000	20,9864	0,0000	398,7408	417	-2849	35	-35	130	156	35	-103	-57
54980	0,0000	20,9864	10,4932	503,6726	292	-2567	-38	-103	141	230	35	-102	-58
54990	0,0000	20,9864	10,4932	461,6999	399	-2617	-34	-52	97	208	34	-102	-58
55000	0,0000	20,9864	10,4932	461,6999	332	-2659	-126	-45	100	201	33	-103	-58
55010	0,0000	20,9864	10,4932	335,7817	319	-2658	-192	-62	100	241	33	-103	-58
55040	10,4932	20,9864	10,4932	283,3158	163	-2562	-202	-48	104	212	31	-103	-59
55050	0,0000	20,9864	10,4932	283,3158	97	-2439	-193	-33	97	146	30	-102	-59
55060	0,0000	20,9864	10,4932	314,7954	81	-2397	-188	-83	95	249	31	-103	-60
55070	0,0000	20,9864	10,4932	430,2204	24	-2456	-202	-22	99	202	31	-103	-60
55080	0,0000	20,9864	10,4932	293,8090	127	-2420	-199	-45	127	177	30	-104	-61
55090	10,4932	20,9864	0,0000	409,2340	76	-2398	-240	-55	137	182	30	-104	-60
55100	10,4932	20,9864	0,0000	398,7408	132	-2578	-170	-66	144	235	28	-104	-61
55110	0,0000	20,9864	10,4932	304,3022	220	-2760	-115	-49	130	206	28	-104	-60
55120	10,4932	31,4795	10,4932	241,3431	244	-2739	-82	-53	125	205	27	-104	-60
55150	10,4932	31,4795	10,4932	167,8909	273	-2488	-14	-37	156	165	26	-104	-62
55160	0,0000	31,4795	10,4932	367,2613	317	-2664	-39	-33	149	208	25	-104	-62
55170	0,0000	31,4795	0,0000	388,2476	428	-2867	-33	-14	152	188	25	-105	-63
55180	10,4932	41,9727	10,4932	262,3295	482	-2941	-45	18	129	206	24	-105	-62
55190	10,4932	41,9727	10,4932	566,6317	482	-2941	-45	2	147	231	24	-106	-62
55200	10,4932	31,4795	10,4932	52,4659	503	-3061	-121	-14	117	214	24	-105	-63
55210	10,4932	41,9727	10,4932	493,1794	452	-2992	-194	-18	143	173	23	-105	-62
55220	0,0000	41,9727	10,4932	388,2476	447	-2989	-159	15	136	212	22	-105	-63
55230	10,4932	31,4795	0,0000	272,8227	517	-3178	-105	-38	111	236	21	-106	-63
55240	0,0000	31,4795	10,4932	650,5771	589	-3400	-26	-6	79	266	21	-106	-62
55270	0,0000	41,9727	0,0000	356,7681	714	-4005	106	-26	71	232	18	-107	-63
55280	0,0000	52,4659	0,0000	304,3022	678	-4214	125	-8	43	206	17	-107	-62
55290	10,4932	52,4659	10,4932	283,3158	743	-4379	183	1	45	192	16	-107	-63
55300	10,4932	62,9591	0,0000	304,3022	806	-4783	218	20	45	215	14	-108	-63
55310	0,0000	157,3977	0,0000	367,2613	832	-4951	188	77	3	282	13	-108	-63
55320	10,4932	146,9045	0,0000	293,8090	782	-5037	159	78	1	244	12	-108	-63
55330	10,4932	136,4113	0,0000	251,8363	646	-5239	170	27	-35	225	11	-108	-63
55340	10,4932	178,3841	0,0000	367,2613	525	-5351	144	47	-28	226	10	-107	-64
55350	0,0000	209,8636	10,4932	293,8090	525	-5351	144	73	-8	206	8	-108	-63
55360	0,0000	157,3977	0,0000	293,8090	434	-5598	143	58	42	155	7	-109	-64
55390	0,0000	409,2340	10,4932	199,3704	791	-6681	382	2	-110	286	3	-108	-63
55400	10,4932	440,7135	0,0000	199,3704	725	-6427	277	28	-86	129	0	-108	-64
55410	10,4932	587,6180	0,0000	230,8499	540	-6358	279	79	-77	212	-1	-109	-64
55420	10,4932	640,0839	0,0000	262,3295	514	-6242	332	84	-75	243	-2	-109	-65
55430	0,0000	713,5362	10,4932	314,7954	400	-6088	162	66	-48	226	-3	-109	-64
55440	10,4932	996,8520	0,0000	188,8772	72	-5956	114	39	-23	264	-5	-109	-65
55450	10,4932	1017,8384	0,0000	146,9045	-194	-5765	98	98	33	230	-6	-109	-65
55460	10,4932	1143,7566	0,0000	83,9454	-319	-5580	70	117	98	196	-7	-109	-64
55470	10,4932	1437,5656	0,0000	52,4659	-513	-5128	55	58	127	183	-9	-108	-65
55480	10,4932	1573,9769	0,0000	41,9727	-737	-4407	-27	88	182	237	-9	-108	-65
55510	20,9864	1888,7723	0,0000	-10,4932	-604	-3003	-305	60	331	235	-11	-108	-66
55520	31,4795	2119,6222	0,0000	-10,4932	-869	-2018	-413	47	390	218	-12	-108	-65
55530	31,4795	2182,5813	0,0000	-20,9864	-1245	-987	-511	12	364	374	-11	-107	-65
55540	31,4795	2193,0745	0,0000	-20,9864	-2313	408	-731	60	322	440	-10	-106	-67
55550	31,4795	1972,7177	10,4932	-20,9864	-4373	2517	-1323	-1	281	565	-9	-104	-68
55560	41,9727	1322,1406	10,4932	-20,9864	-7405	5005	-2228	-178	118	587	-5	-101	-70
55570	31,4795	1049,3179	10,4932	-20,9864	-11357	6631	-3500	-230	-49	619	-5	-99	-72
55580	20,9864	734,5226	20,9864	-20,9864	-10125	4405	-5117	-300	-91	891	-2	-96	-74
55590	10,4932	440,7135	0,0000	-20,9864	-12069	592	-7089	-152	-150	768	-1	-93	-76
55620	10,4932	52,4659	0,0000	-20,9864	-9252	-2822	-2699	131	-524	299	-1	-83	-81
55630	0,0000	41,9727	10,4932	-20,9864	-4794	-2821	-1388	-196	-406	244	-2	-83	-81
55640	10,4932	31,4795	10,4932	-20,9864	-1915	-1490	847	-299	-306	171	-3	-83	-82
55650	10,4932	41,9727	0,0000	-20,9864	-796	1141	3300	-492	-207	250	-2	-83	-82
55660	0,0000	31,4795	10,4932	-20,9864	-796	1141	3300	-336	-19	149	-1	-83	-82
55670	0,0000	41,9727	10,4932	-20,9864	1197	3695	3013	-274	-28	130	0	-84	-81
55680	0,0000	20,9864	0,0000	-20,9864	1256	2717	1841	-202	-89	199	-1	-83	-83
55690	10,4932	20,9864	10,4932	-20,9864	-1915	570	-508	-210	-39	254	-1	-82	-82
55700	0,0000	31,4795	10,4932	-20,9864	-2671	-1408	-1346	-242	25	208	-2	-82	-83
55730	10,4932	20,9864	10,4932	-20,9864	493	-3250	-1387	-214	21	230	-4	-83	-82
55740	0,0000	20,9864	10,4932	-20,9864	1971	-2265	-859	-217	60	190	-4	-83	-83
55750	10,4932	20,9864	0,0000	-20,9864	3859	-747	9	-199	28	120	-5	-85	-82
55760	-10,4932	20,9864	0,0000	-31,4795	3263	735	-112	-167	-16	143	-4	-86	-82
55770	0,0000	20,9864	0,0000	-20,9864	2887	2506	-331	-193	-9	168	-4	-88	-80
55780	10,4932	20,9864	0,0000	-20,9864	4517	4539	237	-174	-6	113	-2	-88	-81
55790	10,4932	20,9864	0,0000	-20,9864	4835	5766	157	-144	-61	72	0	-91	-80
55800	0,0000	20,9864	0,0000	-20,9864	3253	6049	-722	-145	-52	130	2	-92	-80
55810	0,0000	20,9864	0,0000	-20,9864	3253	6049	-722	-123	-9	194	4	-92	-80
55820	10,4932	20,9864	0,0000	-31,4795	2920	6448	-1172	-117	-22	201	6	-93	-80
55850	10,4932	10,4932	0,0000	-20,9864	-1988	5757	-2819	-80	-52	198	13	-92	-79
55860	10,4932	10,4932	0,0000	-20,9864	-2450	7103	-2921	-60	-42	208	15	-90	-79
55870	0,0000	10,4932	0,0000	-20,9864	-1700	8397	-2483	-35	-55	224	18	-91	-79
55880	0,0000	0,0000	0,0000	-20,9864	-1442	9219	-2234	-31	-35	243	20	-91	-78
55890	0,0000	10,4932	0,0000	-20,9864	-1067	9840	-1885	11	-19	218	23	-91	-78
55900	10,4932	10,4932	0,0000	-20,9864	-675	10045	-1347	32	-18	199	28	-91	-77
55910	0,0000	10,4932	0,0000	-20,9864	-1067	9907	-1038	28	1	244	30	-90	-76
55920	0,0000	0,0000	0,0000	-20,9864	-1473	9939	-519	36	24	261	32	-89	-76
55930	10,4932	10,4932	0,0000	-20,9864	-802	10163	374	63	31	231	34	-90	-76
55940	10,4932	10,4932	0,0000	-20,9864	-505	9860	1103	71	20	208	37	-89	-74
55970	10,4932	0,0000	0,0000	-20,9864	-1723	9981	1848	94	75	243	43	-90	-72
55980	0,0000	0,0000	0,0000	-20,9864	-1344	10135	2617	95	67	220	45	-90	-71
55990	0,0000	0,0000	0,0000	-20,9864	-1606	9872	2946	82	86	246	46	-90	-70
56000	0,0000	0,0000	0,0000	-20,9864	-2209	9512	3013	74	109	266	48	-90	-68
56010	10,4932	0,0000	0,0000	-20,9864	-1775	8968	3418	131	140	216	50	-91	-67
56020	10,4932	0,0000	0,0000	-20,9864	-1037	8645	3694	107	146	268	51	-90	-66
56030	0,0000	10,4932	0,0000	-20,9864	-972	8079	3155	91	127	233	53	-91	-65
56040	0,0000	0,0000	0,0000	-20,9864	-525	7981	3035	116	158	234	54	-91	-64
56050	0,0000	0,0000	0,0000	-20,9864	-124	7611	3240	118	137	200	55	-92	-62
56080	10,4932	0,0000	0,0000	-20,9864	31	6546	2766	132	144	231	57	-93	-60
56090	10,4932	-10,4932	0,0000	-20,9864	547	5998	2703	131	131	252	57	-94	-58
56100	0,0000	-10,4932	0,0000	-20,9864	765	5290	2510	137	130	265	59	-95	-57
56110	0,0000	0,0000	0,0000	-20,9864	1209	4650	2366	139	129	281	59	-97	-58
56120	0,0000	-10,4932	0,0000	-20,9864	1209	4650	2366	87	94	415	59	-97	-56
56130	0,0000	0,0000	0,0000	-20,9864	1718	4143	2181	101	116	165	59	-98	-55
56140	0,0000	0,0000	0,0000	-20,9864	2618	3128	2372	197	157	279	58	-99	-55
56150	0,0000	0,0000	0,0000	-20,9864	2323	1395	2291	135	54	414	58	-99	-55
56160	0,0000	-10,4932	0,0000	-20,9864	896	671	1679	82	-95	253	57	-100	-55
56170	10,4932	-10,4932	0,0000	-20,9864	-359	-88	1365	41	62	420	57	-99	-56
56200	0,0000	0,0000	0,0000	-20,9864	1222	-500	1310	89	-99	403	56	-100	-55
56210	10,4932	0,0000	0,0000	-20,9864	592	-878	1168	101	-218	254	55	-102	-55
56220	0,0000	0,0000	0,0000	-20,9864	-89	-1691	1233	81	-174	326	55	-101	-56
56230	10,4932	0,0000	0,0000	-10,4932	-1391	-844	912	100	-94	448	54	-102	-57
56240	10,4932	0,0000	0,0000	-10,4932	758	-1387	1774	223	-177	278	54	-102	-56
56250	10,4932	0,0000	0,0000	-10,4932	1063	-2928	2298	195	-176	263	51	-103	-56
56260	10,4932	0,0000	0,0000	-10,4932	295	-3767	2529	203	-42	398	50	-103	-57
56270	0,0000	0,0000	0,0000	-10,4932	295	-3767	3126	152	9	448	49	-105	-57
56280	10,4932	0,0000	0,0000	10,4932	1650	-4998	3126	173	-71	444	47	-105	-58
56290	10,4932	0,0000	0,0000	62,9591	1912	-6314	3236	134	-21	609	45	-106	-59
56320	10,4932	20,9864	0,0000	157,3977	184	-4789	78	-64	263	65	41	-105	-62
56330	0,0000	10,4932	0,0000	62,9591	118	-4559	-126	-66	257	115	40	-107	-62
56340	0,0000	31,4795	10,4932	52,4659	563	-5675	-122	-136	212	155	39	-107	-63
56350	10,4932	41,9727	0,0000	251,8363	913	-6778	-152	-138	215	184	37	-107	-63
56360	10,4932	41,9727	10,4932	482,6863	1130	-7155	-179	-94	181	260	35	-108	-64
56370	10,4932	41,9727	10,4932	52,4659	1259	-6757	-139	-108	133	341	34	-107	-64
56380	10,4932	52,4659	10,4932	209,8636	1071	-5719	-67	-79	127	347	33	-108	-65
56390	0,0000	41,9727	10,4932	325,2886	711	-4414	29	-60	131	239	31	-107	-65
56400	0,0000	62,9591	0,0000	293,8090	382	-3345	70	-80	150	213	31	-108	-66
56430	0,0000	52,4659	10,4932	304,3022	372	-3026	120	-62	130	239	28	-109	-66
56440	10,4932	52,4659	10,4932	188,8772	433	-3131	136	-46	160	203	28	-109	-66
56450	10,4932	52,4659	0,0000	167,8909	424	-2990	113	-54	166	219	27	-109	-66
56460	0,0000	62,9591	0,0000	209,8636	417	-2809	105	-51	145	270	26	-110	-66
56470	10,4932	62,9591	0,0000	146,9045	429	-2650	95	-36	130	246	25	-109	-66
56500	10,4932	62,9591	0,0000	52,4659	304	-2598	88	-56	157	228	23	-111	-68
56510	0,0000	62,9591	10,4932	52,4659	322	-2611	103	-48	170	231	23	-111	-67
56520	10,4932	73,4523	10,4932	52,4659	380	-2675	97	-38	269	104	22	-112	-68
56530	10,4932	73,4523	0,0000	83,9454	464	-2547	110	-21	165	229	22	-112	-67
56540	10,4932	115,4250	0,0000	52,4659	446	-2410	96	-41	143	200	20	-113	-67
56550	0,0000	73,4523	0,0000	41,9727	425	-2255	73	-44	170	192	20	-113	-67
56560	0,0000	83,9454	0,0000	52,4659	427	-2272	52	-52	135	237	19	-113	-67
56570	10,4932	73,4523	0,0000	41,9727	446	-2397	51	-57	146	222	19	-114	-67
56580	0,0000	73,4523	0,0000	41,9727	446	-2397	41	-40	129	198	18	-113	-67
56590	0,0000	115,4250	10,4932	41,9727	460	-2584	41	-39	144	223	18	-114	-67
56620	10,4932	115,4250	10,4932	41,9727	530	-2592	109	-36	121	204	16	-115	-67
56630	0,0000	199,3704	0,0000	52,4659	559	-2696	133	-13	109	198	16	-115	-66
56640	0,0000	262,3295	10,4932	52,4659	651	-3031	182	-18	103	195	14	-117	-66
56650	0,0000	146,9045	10,4932	52,4659	754	-3477	212	-29	94	201	13	-116	-66
56660	10,4932	115,4250	0,0000	52,4659	819	-3851	290	-15	62	241	12	-117	-66
