Time(ms)	Big Toe D	Meta 1 D	Meta 5 D 	Heel D	GDX	GDY	GDZ	ADX	ADY	ADZ	HDX	HDY	HDZ
220	0,0000	0,0000	0,0000	220,3568	-52	-29	-63	-78	33	221	25	-16	-155
250	10,4932	0,0000	0,0000	188,8772	-19	2	-55	-76	31	223	26	-18	-154
260	10,4932	0,0000	0,0000	209,8636	-20	1	-52	-71	32	221	26	-17	-154
270	0,0000	0,0000	10,4932	178,3841	-21	-2	-59	-76	31	216	26	-18	-154
280	0,0000	0,0000	0,0000	241,3431	-21	-2	-52	-72	30	221	26	-17	-154
290	0,0000	0,0000	0,0000	272,8227	-30	-13	-52	-75	31	224	26	-18	-154
300	10,4932	0,0000	0,0000	220,3568	-29	-12	-64	-72	31	224	27	-18	-154
310	0,0000	0,0000	10,4932	283,3158	-35	-20	-67	-73	30	221	26	-18	-155
320	0,0000	0,0000	10,4932	314,7954	-33	0	-68	-72	36	222	26	-18	-154
330	0,0000	0,0000	10,4932	230,8499	-37	-12	-50	-78	31	225	26	-18	-154
340	10,4932	0,0000	0,0000	262,3295	-29	-34	-36	-73	34	219	26	-17	-155
370	0,0000	0,0000	0,0000	409,2340	-46	-36	-45	-74	34	217	26	-18	-154
380	10,4932	0,0000	0,0000	230,8499	-50	-22	-62	-83	30	215	25	-17	-154
390	0,0000	0,0000	10,4932	283,3158	-40	-29	-50	-74	28	224	26	-17	-153
400	0,0000	0,0000	0,0000	188,8772	-44	-43	-43	-75	33	217	27	-18	-154
410	10,4932	0,0000	10,4932	304,3022	-49	-38	-50	-75	33	219	26	-17	-154
420	0,0000	0,0000	0,0000	230,8499	-38	-36	-41	-77	31	220	26	-17	-154
430	0,0000	0,0000	10,4932	220,3568	-36	-15	-64	-72	33	217	25	-18	-154
440	0,0000	0,0000	10,4932	209,8636	-36	-15	-64	-73	33	224	25	-18	-154
450	0,0000	0,0000	10,4932	251,8363	-48	-22	-55	-75	27	222	26	-17	-154
460	0,0000	0,0000	0,0000	115,4250	-46	-13	-57	-70	31	222	26	-17	-154
470	0,0000	0,0000	0,0000	251,8363	-47	-6	-59	-75	30	222	25	-17	-154
500	10,4932	0,0000	0,0000	199,3704	-36	2	-55	-78	33	224	25	-17	-153
510	0,0000	0,0000	10,4932	178,3841	-57	-38	-71	-78	29	221	26	-18	-154
520	0,0000	0,0000	10,4932	220,3568	-66	-45	-61	-78	29	217	25	-17	-154
530	10,4932	0,0000	10,4932	272,8227	-66	-71	-62	-75	32	222	25	-18	-155
540	0,0000	0,0000	10,4932	283,3158	-59	-54	-57	-74	30	219	25	-17	-154
550	0,0000	0,0000	10,4932	157,3977	-64	-69	-67	-74	34	221	25	-18	-154
560	0,0000	0,0000	10,4932	167,8909	-70	-53	-78	-75	34	219	26	-17	-155
570	0,0000	0,0000	10,4932	209,8636	-69	-55	-89	-75	28	221	25	-17	-154
580	0,0000	0,0000	10,4932	398,7408	-62	-46	-60	-81	30	220	26	-17	-153
590	10,4932	0,0000	10,4932	178,3841	-62	-46	-63	-71	27	220	25	-18	-153
620	0,0000	0,0000	0,0000	31,4795	-57	-54	-65	-79	34	220	26	-17	-155
630	0,0000	0,0000	0,0000	73,4523	-53	-41	-64	-74	31	222	26	-17	-154
640	0,0000	0,0000	10,4932	199,3704	-57	-69	-61	-73	33	223	25	-18	-153
650	0,0000	0,0000	0,0000	178,3841	-66	-82	-67	-75	30	220	26	-17	-154
660	0,0000	0,0000	0,0000	230,8499	-75	-83	-67	-75	31	220	26	-18	-153
670	0,0000	0,0000	10,4932	115,4250	-62	-89	-76	-77	33	218	26	-18	-153
680	0,0000	0,0000	0,0000	241,3431	-67	-98	-79	-78	31	217	26	-18	-154
690	0,0000	0,0000	0,0000	125,9182	-65	-102	-86	-74	26	216	26	-17	-154
700	10,4932	0,0000	0,0000	199,3704	-64	-64	-57	-73	30	219	25	-16	-155
710	0,0000	0,0000	10,4932	199,3704	-70	-57	-68	-75	31	219	26	-17	-154
720	0,0000	0,0000	0,0000	125,9182	-74	-73	-97	-79	29	221	26	-17	-154
750	0,0000	0,0000	0,0000	94,4386	-88	-51	-89	-75	32	220	26	-17	-154
760	0,0000	0,0000	10,4932	83,9454	-82	-49	-86	-72	35	220	25	-17	-154
770	0,0000	0,0000	0,0000	167,8909	-83	-54	-86	-74	32	218	26	-16	-153
780	10,4932	0,0000	10,4932	157,3977	-71	-58	-68	-75	33	219	25	-17	-153
790	0,0000	0,0000	10,4932	136,4113	-69	-63	-89	-76	27	224	25	-17	-154
800	0,0000	0,0000	10,4932	94,4386	-63	-66	-63	-74	30	222	26	-17	-154
810	0,0000	0,0000	0,0000	125,9182	-45	-81	-84	-75	33	220	25	-17	-154
820	10,4932	0,0000	10,4932	125,9182	-52	-89	-90	-77	35	219	26	-17	-153
830	0,0000	0,0000	10,4932	83,9454	-34	-71	-76	-75	29	220	26	-17	-155
840	0,0000	0,0000	10,4932	73,4523	-27	-53	-56	-76	29	225	25	-17	-154
850	10,4932	0,0000	0,0000	94,4386	-35	-39	-60	-74	34	225	25	-18	-154
880	0,0000	10,4932	10,4932	62,9591	-42	-20	-49	-74	38	215	26	-17	-154
890	10,4932	10,4932	10,4932	104,9318	-30	2	-76	-74	30	231	25	-17	-154
900	0,0000	0,0000	0,0000	167,8909	-30	2	-76	-76	32	221	26	-17	-155
910	0,0000	0,0000	10,4932	167,8909	-34	4	-51	-74	34	224	26	-17	-154
920	0,0000	0,0000	10,4932	230,8499	-36	11	-72	-76	37	221	26	-17	-154
930	10,4932	0,0000	10,4932	83,9454	-33	9	-67	-79	31	222	25	-17	-154
940	0,0000	0,0000	10,4932	94,4386	-22	44	-85	-74	31	222	25	-17	-154
950	0,0000	0,0000	10,4932	157,3977	-34	40	-72	-80	30	224	25	-16	-153
960	0,0000	0,0000	10,4932	167,8909	-30	61	-70	-78	37	219	25	-18	-154
970	0,0000	0,0000	10,4932	125,9182	-19	50	-65	-77	30	216	25	-18	-154
1000	10,4932	0,0000	10,4932	199,3704	-29	15	-65	-75	32	217	25	-18	-154
1010	0,0000	0,0000	10,4932	83,9454	-38	11	-55	-72	32	214	24	-18	-154
1020	10,4932	0,0000	0,0000	83,9454	-33	-4	-59	-77	37	221	26	-18	-154
1030	0,0000	0,0000	10,4932	73,4523	-48	-9	-82	-75	32	223	25	-17	-154
1040	10,4932	0,0000	10,4932	115,4250	-44	-16	-80	-75	31	217	25	-18	-154
1050	10,4932	0,0000	0,0000	167,8909	-50	-19	-68	-74	34	219	26	-17	-153
1060	10,4932	0,0000	10,4932	157,3977	-50	-19	-68	-76	30	218	26	-18	-153
1070	10,4932	0,0000	10,4932	220,3568	-54	-36	-67	-74	31	219	25	-17	-154
1080	0,0000	0,0000	10,4932	157,3977	-55	-42	-71	-77	31	216	26	-18	-154
1090	10,4932	0,0000	10,4932	94,4386	-55	-55	-66	-80	30	220	25	-17	-154
1100	0,0000	0,0000	0,0000	167,8909	-47	-69	-49	-74	26	224	25	-17	-155
1130	0,0000	10,4932	0,0000	818,4680	-65	-95	-93	-76	31	219	25	-18	-153
1140	0,0000	10,4932	10,4932	346,2749	-76	-92	-81	-71	35	220	26	-18	-154
1150	0,0000	10,4932	10,4932	52,4659	-68	-99	-67	-76	34	222	25	-17	-154
1160	0,0000	0,0000	10,4932	283,3158	-71	-104	-75	-73	33	214	26	-17	-154
1170	0,0000	10,4932	10,4932	52,4659	-69	-89	-87	-73	32	213	26	-17	-153
1180	10,4932	0,0000	0,0000	52,4659	-53	-86	-73	-70	34	220	25	-17	-154
1190	0,0000	0,0000	0,0000	230,8499	-41	-37	-54	-78	31	222	25	-17	-153
1200	10,4932	0,0000	0,0000	52,4659	-33	-17	-47	-70	37	215	25	-17	-154
1210	10,4932	0,0000	0,0000	83,9454	-33	-17	-47	-71	32	222	25	-17	-154
1220	0,0000	0,0000	10,4932	115,4250	-39	7	-68	-76	30	221	26	-17	-153
1250	10,4932	0,0000	10,4932	178,3841	-52	-18	-45	-74	30	219	26	-16	-154
1260	0,0000	0,0000	0,0000	167,8909	-65	-29	-65	-76	30	219	26	-17	-154
1270	0,0000	0,0000	10,4932	188,8772	-54	-17	-81	-75	30	226	25	-17	-154
1280	0,0000	0,0000	10,4932	220,3568	-55	-4	-67	-74	30	221	25	-17	-153
1290	0,0000	10,4932	0,0000	104,9318	-54	-24	-61	-72	31	220	25	-16	-153
1300	0,0000	10,4932	10,4932	188,8772	-50	-22	-70	-72	32	221	25	-16	-154
1310	10,4932	10,4932	10,4932	241,3431	-51	-9	-76	-71	34	219	26	-17	-154
1320	0,0000	10,4932	0,0000	146,9045	-30	11	-61	-74	30	221	25	-17	-154
1330	10,4932	10,4932	0,0000	157,3977	-26	28	-70	-51	32	219	25	-17	-154
1340	0,0000	10,4932	10,4932	209,8636	-39	28	-80	-74	35	223	26	-17	-154
1350	0,0000	0,0000	10,4932	314,7954	-40	40	-66	-70	30	218	26	-17	-154
1380	0,0000	10,4932	0,0000	167,8909	-57	-5	-69	-78	37	221	25	-17	-153
1390	0,0000	10,4932	10,4932	104,9318	-49	-23	-72	-74	31	214	25	-17	-154
1400	0,0000	10,4932	10,4932	146,9045	-51	-5	-63	-79	30	219	26	-17	-154
1410	0,0000	10,4932	10,4932	125,9182	-39	10	-67	-71	32	219	26	-17	-154
1420	0,0000	10,4932	10,4932	178,3841	-48	27	-72	-74	31	218	25	-17	-154
1430	0,0000	10,4932	0,0000	146,9045	-60	16	-72	-74	29	218	26	-18	-154
1440	0,0000	10,4932	10,4932	230,8499	-55	55	-89	-78	33	216	25	-17	-154
1450	10,4932	10,4932	0,0000	94,4386	-64	66	-105	-80	38	219	26	-17	-154
1460	0,0000	10,4932	10,4932	220,3568	-59	33	-79	-70	33	221	26	-17	-155
1470	0,0000	10,4932	10,4932	146,9045	-68	5	-76	-80	34	218	26	-17	-153
1500	0,0000	10,4932	10,4932	146,9045	-68	29	-81	-74	33	219	26	-17	-154
1510	0,0000	10,4932	10,4932	220,3568	-68	44	-72	-77	31	217	26	-17	-154
1520	0,0000	10,4932	10,4932	188,8772	-68	44	-72	-73	30	218	26	-17	-154
1530	0,0000	10,4932	10,4932	209,8636	-69	8	-65	-76	34	217	26	-17	-154
1540	10,4932	10,4932	0,0000	136,4113	-70	1	-67	-77	32	216	25	-17	-154
1550	0,0000	10,4932	10,4932	167,8909	-50	6	-75	-73	33	221	27	-17	-153
1560	0,0000	10,4932	10,4932	115,4250	-49	-5	-69	-79	31	219	26	-16	-154
1570	10,4932	10,4932	10,4932	83,9454	-43	9	-61	-82	29	218	27	-16	-153
1580	10,4932	10,4932	0,0000	115,4250	-40	8	-55	-78	32	219	27	-17	-155
1590	0,0000	10,4932	10,4932	125,9182	-45	-1	-66	-77	32	218	25	-17	-154
1600	0,0000	10,4932	10,4932	209,8636	-63	0	-57	-77	31	220	26	-17	-154
1630	0,0000	10,4932	10,4932	157,3977	-53	10	-60	-78	35	221	25	-17	-154
1640	0,0000	10,4932	10,4932	52,4659	-59	20	-66	-73	32	220	27	-17	-154
1650	0,0000	10,4932	0,0000	125,9182	-61	-3	-61	-75	39	218	26	-18	-153
1660	0,0000	10,4932	10,4932	52,4659	-55	-6	-67	-74	32	222	26	-17	-153
1670	0,0000	10,4932	0,0000	52,4659	-58	-29	-80	-77	29	218	26	-17	-153
1680	0,0000	10,4932	10,4932	157,3977	-58	-29	-80	-76	29	220	26	-17	-154
1690	0,0000	10,4932	10,4932	52,4659	-59	-34	-73	-79	33	218	27	-17	-154
1700	0,0000	10,4932	0,0000	598,1112	-67	-44	-76	-75	34	216	26	-17	-154
1710	0,0000	10,4932	10,4932	52,4659	-63	-32	-91	-75	32	218	26	-16	-153
1720	0,0000	10,4932	0,0000	52,4659	-69	-40	-67	-77	29	216	26	-17	-154
1730	10,4932	10,4932	10,4932	31,4795	-70	-38	-68	-75	27	217	26	-17	-153
1760	0,0000	10,4932	0,0000	283,3158	-58	-30	-66	-74	30	224	27	-18	-153
1770	10,4932	10,4932	0,0000	83,9454	-49	-43	-61	-76	31	222	26	-17	-154
1780	10,4932	10,4932	10,4932	52,4659	-42	-33	-55	-75	35	222	26	-17	-153
1790	0,0000	10,4932	10,4932	115,4250	-50	-47	-43	-81	32	219	26	-17	-154
1800	0,0000	10,4932	10,4932	52,4659	-79	-45	-71	-73	31	218	26	-17	-154
1810	10,4932	10,4932	10,4932	52,4659	-70	-44	-51	-74	33	219	27	-16	-154
1820	0,0000	10,4932	10,4932	73,4523	-77	-14	-59	-78	31	211	26	-16	-154
1830	0,0000	10,4932	10,4932	52,4659	-77	-14	-59	-75	28	217	26	-17	-154
1840	0,0000	10,4932	0,0000	52,4659	-80	-16	-93	-77	29	219	26	-17	-153
1850	0,0000	10,4932	10,4932	115,4250	-79	-21	-93	-75	32	219	26	-17	-153
1880	0,0000	10,4932	10,4932	73,4523	-68	-29	-74	-78	31	223	26	-17	-154
1890	0,0000	10,4932	0,0000	73,4523	-69	-27	-57	-77	33	222	26	-18	-153
1900	0,0000	10,4932	10,4932	62,9591	-79	-28	-72	-71	31	223	26	-17	-154
1910	0,0000	10,4932	0,0000	62,9591	-61	-23	-77	-77	32	218	26	-17	-153
1920	0,0000	10,4932	10,4932	52,4659	-69	4	-81	-78	31	223	26	-17	-154
1930	10,4932	10,4932	0,0000	52,4659	-66	-20	-97	-75	35	221	27	-17	-153
1940	10,4932	10,4932	10,4932	62,9591	-57	-5	-80	-79	29	222	26	-17	-153
1950	0,0000	10,4932	0,0000	52,4659	-62	-24	-86	-78	33	222	26	-17	-154
1960	0,0000	10,4932	0,0000	52,4659	-56	-15	-63	-77	31	218	27	-17	-154
1970	0,0000	10,4932	10,4932	52,4659	-48	-26	-49	-75	33	220	25	-17	-154
1980	0,0000	10,4932	0,0000	52,4659	-54	-33	-51	-75	30	217	26	-18	-154
2010	0,0000	10,4932	10,4932	52,4659	-52	-24	-64	-76	31	219	26	-16	-154
2020	0,0000	10,4932	0,0000	52,4659	-63	-51	-68	-72	36	226	26	-17	-153
2030	0,0000	10,4932	10,4932	52,4659	-51	-51	-48	-77	33	220	26	-17	-154
2040	0,0000	10,4932	10,4932	52,4659	-58	-44	-54	-74	32	220	26	-17	-153
2050	0,0000	10,4932	0,0000	52,4659	-51	-43	-56	-74	29	220	26	-17	-153
2060	0,0000	10,4932	0,0000	62,9591	-43	-45	-38	-69	29	220	27	-17	-154
2070	0,0000	10,4932	10,4932	52,4659	-38	-42	-48	-78	32	221	26	-17	-154
2080	0,0000	10,4932	10,4932	52,4659	-38	-30	-66	-78	30	218	27	-17	-153
2090	0,0000	10,4932	0,0000	52,4659	-44	-29	-60	-79	28	223	26	-17	-155
2100	10,4932	10,4932	0,0000	52,4659	-40	-13	-55	-78	30	220	25	-16	-153
2130	10,4932	10,4932	0,0000	52,4659	-55	-38	-43	-72	29	221	26	-17	-153
2140	10,4932	10,4932	10,4932	41,9727	-55	-38	-43	-77	30	220	26	-16	-154
2150	0,0000	10,4932	10,4932	41,9727	-46	-28	-69	-75	32	218	27	-16	-154
2160	10,4932	10,4932	10,4932	41,9727	-45	-29	-62	-77	31	223	26	-17	-154
2170	10,4932	10,4932	10,4932	41,9727	-51	-10	-55	-76	31	219	26	-17	-154
2180	0,0000	10,4932	10,4932	41,9727	-65	-33	-66	-79	31	221	26	-16	-154
2190	10,4932	10,4932	10,4932	52,4659	-52	-40	-52	-71	30	220	26	-17	-154
2200	0,0000	10,4932	0,0000	41,9727	-61	-45	-69	-72	31	222	26	-16	-155
2210	10,4932	10,4932	0,0000	52,4659	-56	-27	-63	-74	29	219	26	-18	-154
2220	0,0000	10,4932	0,0000	52,4659	-59	-28	-49	-80	34	220	25	-17	-153
2230	0,0000	10,4932	10,4932	41,9727	-58	-38	-60	-73	31	219	25	-17	-154
2260	10,4932	10,4932	0,0000	62,9591	-47	17	-67	-80	31	218	26	-17	-153
2270	10,4932	10,4932	10,4932	41,9727	-51	17	-75	-76	29	220	26	-16	-154
2280	0,0000	10,4932	10,4932	62,9591	-62	-12	-75	-76	27	220	27	-15	-153
2290	0,0000	10,4932	0,0000	52,4659	-59	-18	-54	-78	30	220	26	-16	-154
2300	10,4932	10,4932	10,4932	41,9727	-59	-18	-54	-76	27	217	26	-17	-154
2310	0,0000	10,4932	10,4932	52,4659	-66	-9	-80	-77	31	222	26	-17	-154
2320	0,0000	10,4932	10,4932	41,9727	-57	-28	-62	-74	31	217	26	-17	-153
2330	0,0000	10,4932	10,4932	41,9727	-61	-41	-58	-74	31	219	26	-17	-154
2340	10,4932	10,4932	10,4932	41,9727	-53	-56	-46	-73	33	219	26	-17	-154
2350	0,0000	10,4932	0,0000	52,4659	-49	-47	-49	-79	32	223	27	-17	-154
2380	0,0000	10,4932	10,4932	41,9727	-59	11	-75	-76	31	221	26	-17	-153
2390	0,0000	10,4932	0,0000	41,9727	-48	-32	-70	-72	32	222	26	-16	-154
2400	0,0000	10,4932	10,4932	41,9727	-63	-49	-73	-74	29	221	26	-17	-153
2410	0,0000	10,4932	0,0000	41,9727	-61	-49	-77	-78	30	223	26	-17	-153
2420	0,0000	10,4932	10,4932	41,9727	-62	-38	-69	-83	29	222	26	-17	-153
2430	0,0000	10,4932	10,4932	41,9727	-65	-51	-70	-73	31	222	27	-17	-153
2440	0,0000	10,4932	10,4932	41,9727	-70	-37	-88	-72	31	222	26	-16	-154
2450	10,4932	10,4932	0,0000	41,9727	-70	-37	-88	-76	31	217	26	-16	-153
2460	0,0000	10,4932	10,4932	41,9727	-65	-26	-77	-76	34	218	27	-16	-155
2470	0,0000	10,4932	0,0000	41,9727	-66	-44	-76	-77	31	223	26	-16	-154
2480	0,0000	10,4932	10,4932	31,4795	-60	-26	-70	-81	31	220	27	-17	-154
2510	0,0000	10,4932	0,0000	31,4795	-63	-24	-83	-73	32	218	26	-17	-154
2520	0,0000	10,4932	10,4932	41,9727	-59	-34	-79	-72	31	221	26	-16	-153
2530	10,4932	10,4932	0,0000	31,4795	-45	-21	-68	-76	36	220	26	-17	-154
2540	0,0000	10,4932	10,4932	31,4795	-47	-23	-68	-75	36	217	26	-17	-154
2550	0,0000	10,4932	10,4932	31,4795	-46	0	-70	-76	32	219	26	-17	-153
2560	0,0000	10,4932	0,0000	31,4795	-52	-6	-70	-77	29	224	26	-16	-155
2570	0,0000	10,4932	10,4932	31,4795	-42	9	-79	-78	27	223	26	-17	-153
2580	0,0000	10,4932	10,4932	31,4795	-39	-9	-53	-76	30	220	27	-17	-154
2590	0,0000	10,4932	10,4932	31,4795	-43	-1	-75	-78	32	224	27	-16	-153
2600	0,0000	10,4932	10,4932	31,4795	-43	-1	-68	-77	33	219	27	-16	-153
2610	0,0000	10,4932	0,0000	31,4795	-35	-16	-68	-77	33	218	26	-17	-154
2640	0,0000	10,4932	10,4932	41,9727	-36	-42	-39	-77	29	222	26	-17	-154
2650	0,0000	10,4932	0,0000	31,4795	-39	-49	-50	-73	30	225	27	-17	-153
2660	0,0000	10,4932	10,4932	41,9727	-44	-49	-39	-75	31	218	26	-16	-154
2670	0,0000	10,4932	10,4932	41,9727	-55	-53	-47	-75	35	221	26	-17	-153
2680	0,0000	10,4932	10,4932	41,9727	-56	-58	-55	-75	31	222	26	-16	-154
2690	0,0000	10,4932	10,4932	31,4795	-38	-47	-45	-75	31	222	25	-17	-154
2700	10,4932	10,4932	0,0000	31,4795	-48	-53	-56	-76	33	220	27	-16	-153
2710	0,0000	10,4932	10,4932	41,9727	-42	-39	-56	-76	31	208	27	-16	-154
2720	0,0000	10,4932	10,4932	41,9727	-38	-38	-56	-81	33	219	26	-17	-154
2730	0,0000	10,4932	10,4932	31,4795	-45	-33	-47	-79	28	215	26	-17	-153
2760	0,0000	10,4932	0,0000	41,9727	-24	-47	-52	-76	34	217	26	-16	-154
2770	0,0000	10,4932	10,4932	41,9727	-34	-53	-55	-75	34	218	26	-16	-154
2780	0,0000	10,4932	10,4932	41,9727	-44	-50	-54	-77	35	219	26	-16	-154
2790	0,0000	10,4932	10,4932	31,4795	-53	-35	-33	-81	33	226	26	-17	-153
2800	0,0000	10,4932	10,4932	41,9727	-51	-44	-44	-75	33	219	26	-16	-153
2810	10,4932	10,4932	0,0000	31,4795	-47	-37	-53	-75	28	217	26	-16	-153
2820	10,4932	10,4932	0,0000	31,4795	-48	-40	-52	-76	33	217	26	-16	-154
2830	0,0000	10,4932	10,4932	31,4795	-46	-32	-49	-78	28	217	26	-17	-153
2840	0,0000	10,4932	0,0000	31,4795	-45	-49	-60	-78	28	224	25	-17	-153
2850	0,0000	10,4932	0,0000	31,4795	-26	-56	-60	-74	28	217	26	-17	-154
2860	0,0000	10,4932	0,0000	41,9727	-33	-67	-72	-72	31	221	26	-17	-154
2890	0,0000	10,4932	0,0000	31,4795	-50	-98	-79	-74	30	219	26	-17	-154
2900	10,4932	10,4932	10,4932	41,9727	-34	-79	-69	-69	22	220	26	-17	-154
2910	0,0000	10,4932	10,4932	31,4795	-34	-79	-72	-81	28	222	26	-16	-154
2920	0,0000	10,4932	0,0000	41,9727	-43	-75	-72	-76	30	220	26	-17	-153
2930	0,0000	10,4932	10,4932	31,4795	-46	-70	-61	-78	31	220	26	-17	-154
2940	10,4932	10,4932	0,0000	31,4795	-52	-92	-76	-75	37	220	26	-17	-154
2950	0,0000	10,4932	10,4932	31,4795	-41	-97	-84	-78	31	215	26	-17	-154
2960	0,0000	10,4932	0,0000	31,4795	-51	-81	-90	-72	30	216	26	-17	-153
2970	0,0000	10,4932	0,0000	31,4795	-44	-78	-94	-81	29	220	26	-17	-154
2980	0,0000	10,4932	0,0000	31,4795	-41	-87	-91	-76	35	220	26	-16	-154
3010	10,4932	10,4932	10,4932	31,4795	-42	-71	-57	-73	29	218	25	-17	-154
3020	0,0000	10,4932	0,0000	31,4795	-45	-64	-63	-73	31	224	26	-16	-154
3030	0,0000	10,4932	10,4932	31,4795	-50	-59	-39	-76	32	220	25	-16	-154
3040	0,0000	10,4932	10,4932	41,9727	-38	-49	-40	-72	34	218	26	-17	-154
3050	10,4932	10,4932	0,0000	41,9727	-42	-57	-39	-74	33	220	26	-17	-154
3060	10,4932	10,4932	10,4932	41,9727	-35	-52	-31	-78	29	225	25	-17	-154
3070	0,0000	10,4932	10,4932	41,9727	-35	-52	-31	-73	32	221	26	-17	-153
3080	0,0000	10,4932	0,0000	41,9727	-40	-44	-44	-71	35	217	26	-17	-154
3090	0,0000	10,4932	0,0000	41,9727	-55	-60	-61	-76	34	226	25	-16	-154
3100	0,0000	10,4932	0,0000	31,4795	-54	-43	-57	-73	29	223	25	-16	-153
3110	0,0000	10,4932	10,4932	41,9727	-57	-43	-70	-73	31	219	26	-17	-154
3140	0,0000	10,4932	10,4932	41,9727	-44	0	-67	-76	31	218	26	-17	-154
3150	0,0000	10,4932	0,0000	41,9727	-41	9	-56	-74	30	219	26	-17	-153
3160	0,0000	10,4932	0,0000	41,9727	-41	29	-46	-77	28	223	25	-17	-153
3170	10,4932	10,4932	0,0000	41,9727	-37	23	-52	-74	28	221	25	-17	-154
3180	0,0000	10,4932	0,0000	41,9727	-49	7	-65	-76	31	220	26	-17	-155
3190	10,4932	10,4932	10,4932	41,9727	-47	-9	-70	-76	27	221	25	-17	-153
3200	0,0000	10,4932	0,0000	41,9727	-48	-11	-69	-78	29	223	26	-17	-154
3210	10,4932	10,4932	10,4932	52,4659	-45	-15	-63	-78	30	223	26	-17	-153
3220	0,0000	10,4932	0,0000	52,4659	-45	-15	-48	-78	35	223	26	-16	-154
3230	0,0000	0,0000	0,0000	41,9727	-41	-26	-48	-76	32	215	26	-17	-154
3260	0,0000	10,4932	0,0000	52,4659	-57	-11	-62	-76	29	216	26	-17	-153
3270	0,0000	10,4932	10,4932	52,4659	-53	-2	-76	-74	27	220	25	-17	-153
3280	0,0000	10,4932	10,4932	52,4659	-60	-1	-64	-76	29	213	26	-17	-154
3290	10,4932	10,4932	0,0000	52,4659	-67	-24	-51	-75	26	227	26	-17	-153
3300	10,4932	10,4932	10,4932	52,4659	-54	-16	-51	-76	31	223	25	-16	-153
3310	0,0000	10,4932	10,4932	41,9727	-52	-17	-56	-78	30	215	26	-17	-154
3320	0,0000	10,4932	10,4932	52,4659	-63	-38	-70	-76	35	221	26	-17	-153
3330	0,0000	10,4932	10,4932	52,4659	-55	-34	-56	-76	33	219	26	-17	-153
3340	10,4932	10,4932	10,4932	52,4659	-40	-37	-59	-73	29	220	25	-17	-154
3350	0,0000	10,4932	10,4932	52,4659	-33	-31	-49	-69	37	221	26	-17	-154
3360	10,4932	0,0000	0,0000	41,9727	-35	-26	-40	-72	34	222	26	-17	-154
3390	0,0000	10,4932	0,0000	52,4659	-23	-14	-70	-76	31	221	26	-16	-154
3400	10,4932	10,4932	0,0000	52,4659	-28	-18	-63	-75	30	222	26	-17	-154
3410	10,4932	0,0000	10,4932	31,4795	-38	-11	-68	-72	31	217	25	-17	-153
3420	10,4932	10,4932	10,4932	41,9727	-32	-11	-75	-68	27	225	26	-17	-153
3430	0,0000	10,4932	10,4932	41,9727	-31	-2	-83	-77	32	221	26	-16	-154
3440	0,0000	0,0000	10,4932	52,4659	-30	2	-80	-71	32	222	25	-16	-153
3450	10,4932	10,4932	0,0000	94,4386	-23	27	-66	-75	28	217	25	-17	-154
3460	0,0000	10,4932	0,0000	52,4659	-34	35	-67	-74	32	221	26	-16	-154
3470	0,0000	10,4932	0,0000	52,4659	-31	56	-72	-75	34	222	25	-17	-153
3480	0,0000	10,4932	10,4932	52,4659	-40	77	-99	-74	33	222	26	-18	-154
3510	0,0000	10,4932	0,0000	83,9454	-51	86	-100	-76	31	220	26	-17	-154
3520	0,0000	0,0000	0,0000	52,4659	-60	101	-89	-79	26	215	26	-17	-153
